id,name,ward_category,postal_code,address,website,fleet,depot_address,latitude,longitude,status,source_url
member_169,道雄建設㈱,南区,005-0036,札幌市南区南36条西11丁目2番21号,https://www.douyu.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_170,中定建設工業㈱,南区,061-2302,札幌市南区定山渓温泉東1丁目54番地,https://nakajyo-kk.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_171,南輝建設㈱,南区,005-0841,札幌市南区石山1条2丁目1番10号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_172,南進建設㈱,南区,005-0841,札幌市南区石山1条1丁目81番36号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_173,マルカツ大勝建設㈱,南区,061-2285,札幌市南区藤野5条5丁目11番17号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_174,マルコー開発㈱,南区,005-0036,札幌市南区南36条西10丁目1番34号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_175,円眞泰東工業㈱,南区,005-0813,札幌市南区川沿13条3丁目4番32号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_176,㈱丸富常盤産業,南区,005-0855,札幌市南区常盤5条2丁目103番地,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_177,光富運輸㈱,南区,005-0806,札幌市南区川沿6条3丁目8番27号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_178,宮浦興業㈱,南区,061-2283,札幌市南区藤野3条3丁目6番7号,https://miyaurakougyoukk.jbplt.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_179,大和建設運輸㈱,南区,005-0021,札幌市南区真駒内本町1丁目1番1号,http://www.okamotogroup.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_180,道路工業㈱札幌営業所,南区,005-0817,札幌市南区川沿17条2丁目4番2号,https://www.dorokogyo.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_181,㈱ヤマト建設,南区,005-0801,札幌市南区川沿1条3丁目5番20号,http://www.yk-yamato.jp/company.html,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_182,朝倉土建工業㈱,西区,063-0029,札幌市西区平和318番地91,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_183,大林道路㈱道央営業所,西区,063-0829,札幌市西区発寒9条14丁目516-334,https://www.obayashi-road.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_184,公南山明建設㈱札幌支店,西区,063-0022,札幌市西区平和2条6丁目4番21号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_185,㈱坂ノ下興業,西区,063-0012,札幌市西区福井4丁目1番5号,http://www.sakanoshitakk.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_186,㈱佐野重機,西区,063-0825,札幌市西区発寒5条5丁目3番12号,https://www.sano-j.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_187,新日建設㈱,西区,063-0835,札幌市西区発寒15条1丁目1番16号,https://www.shinnichi-group.co.jp/category/information,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_188,創新建設㈱,西区,063-0029,札幌市西区平和318番地91,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_189,タニケン工業㈱,西区,063-0850,札幌市西区八軒10条西2丁目4番20号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_190,大功建設㈱,西区,063-0836,札幌市西区発寒16条13丁目1020番地426,http://www.k-daiko.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_191,中立工業㈱,西区,063-0012,札幌市西区福井475番1,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_192,鳥羽機興㈱,西区,063-0835,札幌市西区発寒15条1丁目1番11号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_193,日本ライナー㈱北海道支店,西区,063-0836,札幌市西区発寒16条3丁目1番19号,https://www.nipponliner.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_194,北陽工業㈱,西区,063-0012,札幌市西区福井475番地9,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_195,北海開発㈱,西区,063-0835,札幌市西区発寒15条1丁目1番15号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_196,㈱北海道ライン興業,西区,063-0829,札幌市西区発寒9条9丁目1番33号,http://www.h-linekougyou.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_197,ロード機工㈱,西区,063-0850,札幌市西区八軒10条西10丁目1番53号,https://www.road-kikoh.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_198,舗栄建設工業㈱,西区,063-0830,札幌市西区発寒10条14丁目1067番7号,http://www.hodoh.co.jp,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_199,㈱小野工業,手稲区,006-0002,札幌市手稲区西宮の沢2条3丁目8番11号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_200,開発振興㈱,手稲区,006-0835,札幌市手稲区曙5条5丁目6番15号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_201,鹿島道路㈱北海道支店,手稲区,006-0033,札幌市手稲区稲穂3条3丁目9番15号,https://www.kajimaroad.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_202,㈱グリーン田中,手稲区,006-0829,札幌市手稲区手稲前田574番地3,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_203,光建工業㈱,手稲区,006-0818,札幌市手稲区前田8条19丁目1番10号,https://hskouken.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_204,㈱スペース・デザイン工業,手稲区,006-0034,札幌市手稲区稲穂4条5丁目6番12号,http://www.sd-ind.co.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_205,㈱鈴木工業,手稲区,006-0032,札幌市手稲区稲穂2条5丁目6番10号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_206,㈱大東,手稲区,006-0016,札幌市手稲区富丘6条2丁目1番30号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_207,東海建設工業㈱,手稲区,006-0005,札幌市手稲区西宮の沢5条1丁目19番29号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_208,円山建設㈱,手稲区,006-0839,札幌市手稲区曙9条1丁目1番12号,,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
member_209,㈱リ・フィールド,手稲区,006-0832,札幌市手稲区曙2条3丁目2番75号,http://re-field.jp/,,,,,協会掲載所在地。保有機械・出動拠点未確認,https://sapporo-josetsu.jp/member.html
