date,station,kind,value_cm,quality,source_url
2025-11-09,厚別区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,豊平区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,清田区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,南区(南31条西8丁目),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,南区(定山渓),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,西区(西野),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,西区(平和),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-09,手稲区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,中央区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,北区(太平),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,北区(あいの里),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,東区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,白石区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,厚別区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,豊平区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,清田区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,南区(南31条西8丁目),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,南区(定山渓),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,西区(西野),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,西区(平和),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-10,手稲区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,中央区,snowfall,2.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,北区(太平),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,北区(あいの里),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,東区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,白石区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,厚別区,snowfall,2.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,豊平区,snowfall,2.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,清田区,snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,南区(南31条西8丁目),snowfall,0.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,南区(定山渓),snowfall,8.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,西区(西野),snowfall,2.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,西区(平和),snowfall,11.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-11,手稲区,snowfall,1.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,中央区,snowfall,7.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,北区(太平),snowfall,3.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,北区(あいの里),snowfall,3.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,東区,snowfall,3.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,白石区,snowfall,3.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,厚別区,snowfall,6.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,豊平区,snowfall,7.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,清田区,snowfall,6.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,南区(南31条西8丁目),snowfall,4.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
2025-11-12,南区(定山渓),snowfall,3.0,published; reference periods in source notes,https://www.city.sapporo.jp/kensetsu/yuki/documents/snowfall_r08_0411.xls
